Unnamed: 0,CustomerID,Churn,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,"Tenure_(0, 12)","Tenure_(12, 24)","Tenure_(24, 48)","Tenure_(48, 60)","Tenure_(60, 72)",PreferredLoginDevice_Computer,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferredPaymentMode_CC,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
1011,51012,1,1,18,2.0,3,4,2,1,17,0,1,0,124.08,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1012,51013,0,1,32,2.6959547564672977,4,3,2,1,14,0,1,3,128.14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1013,51014,0,1,26,2.0,3,3,3,1,15,3,12,6,212.45,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1014,51015,0,1,11,2.0,1,1,4,0,17,1,1,2,133.12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1015,51016,0,1,13,2.0,3,1,1,1,14,0,1,10,290.49,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1016,51017,0,1,13,2.0,4,4,2,0,12,0,1,1,121.41,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1017,51018,0,1,11,2.0,5,5,2,1,14,1,1,4,157.69,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1018,51019,0,3,32,2.0,4,5,2,0,15,0,4,5,143.85,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1019,51020,0,3,8,2.0,3,5,8,0,13,0,1,3,153.32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1020,51021,0,1,18,3.0,3,3,10,1,12,0,1,1,146.63,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1021,51022,0,1,16,2.0,1,1,2,0,13,5,7,2,147.24,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1022,51023,0,1,31,2.0,3,5,2,0,14,0,1,4,132.11,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1023,51024,0,1,16,3.0,3,5,3,0,13,4,7,7,153.77,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1024,51025,0,1,25,3.0,4,5,2,0,11,0,1,7,140.66,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
1025,51026,0,1,24,2.0,1,5,2,0,11,0,1,10,152.08,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1026,51027,0,1,33,2.0,5,5,1,0,21,1,1,0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1027,51028,0,1,11,2.597065729693052,3,1,2,0,18,1,2,2,131.17,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1028,51029,1,3,9,3.0,3,1,2,1,12,0,1,0,115.69,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1029,51030,0,2,32,3.0,3,3,4,0,14,1,1,0,296.58,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
1030,51031,0,1,9,2.696720838964992,4,3,1,0,15,0,1,7,130.69,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1031,51032,0,1,21,3.0,4,3,2,0,13,1,14,12,204.35,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1032,51033,0,1,14,2.0,3,3,2,0,12,2,2,9,141.48,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1033,51034,0,1,25,2.0,3,3,4,0,17,0,1,2,157.68,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1034,51035,0,1,10,2.0,3,3,1,0,13,3,3,8,150.42,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1035,51036,0,1,8,2.0,4,1,2,0,19,2,3,9,157.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
1036,51037,0,1,8,2.0,4,3,4,1,19,1,1,2,177.56,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1037,51038,1,3,16,2.0,4,5,10,0,17,4,6,0,203.06,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1038,51039,0,1,16,3.0,3,4,2,0,11,1,7,7,139.36,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1039,51040,0,1,22,2.0,3,1,7,1,15,1,3,3,179.45,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1040,51041,0,2,6,2.0,3,1,5,1,11,1,1,2,157.43,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1041,51042,0,1,10,2.0,4,1,3,0,25,2,6,2,252.02,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1042,51043,1,3,21,2.0,5,1,7,1,14,1,2,2,154.4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1043,51044,0,1,8,2.0,3,1,2,1,13,1,1,3,137.6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1044,51045,0,1,14,2.0,1,3,8,0,17,0,1,2,135.17,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1045,51046,0,1,14,2.0,3,1,3,0,13,0,1,2,125.8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1046,51047,1,1,13,3.0,3,5,4,1,14,0,1,3,121.66,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1047,51048,0,3,16,2.0,4,3,10,0,11,1,1,4,158.69,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1048,51049,0,1,11,2.0,3,5,5,0,12,1,1,2,180.08,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1049,51050,0,1,8,3.0,1,3,2,0,17,0,1,7,152.06,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1050,51051,0,1,18,3.0,3,4,5,0,21,1,1,0,152.95,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1051,51052,0,1,28,3.0,3,4,4,0,16,0,1,2,264.13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
1052,51053,0,1,23,2.0,4,5,6,0,15,1,5,11,232.69,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1053,51054,0,3,8,2.640909603025119,3,3,2,0,19,0,2,2,127.83,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1054,51055,0,1,9,3.0,3,4,2,0,12,7,7,9,154.33,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1055,51056,0,1,13,3.0,3,4,3,0,11,0,1,3,120.13,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1056,51057,0,1,12,2.0,4,3,3,1,19,1,6,12,239.66000000000005,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1057,51058,0,1,6,2.0,4,3,1,0,15,1,1,2,143.74,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1058,51059,0,1,9,3.0,1,5,7,0,20,1,1,4,168.42,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1059,51060,0,1,28,3.0,3,3,4,0,25,0,4,7,274.26,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1060,51061,0,1,21,3.0,4,3,2,0,24,3,6,11,276.03,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1061,51062,1,3,18,2.0,3,1,4,1,24,3,6,7,145.81,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1062,51063,0,1,6,2.0,3,1,8,0,15,2,2,9,147.35,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1063,51064,0,3,11,2.0,4,4,2,1,13,0,1,9,141.87,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1064,51065,0,3,8,3.0,3,1,2,0,14,1,1,4,155.05,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1065,51066,0,1,8,2.0,3,4,1,0,13,0,1,6,154.7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1066,51067,0,3,11,3.0,3,1,2,0,11,0,1,2,154.76,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1067,51068,0,1,16,3.0,3,5,5,1,16,1,2,2,125.87,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1068,51069,0,1,16,2.0,4,4,2,0,22,1,3,3,124.4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1069,51070,0,3,8,2.0,1,4,7,0,14,0,1,2,259.72,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1070,51071,0,1,6,2.0,3,3,5,0,14,1,2,0,253.79,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1071,51072,0,3,29,3.0,3,3,4,1,16,0,1,2,170.82,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1072,51073,0,3,15,2.6322312230883056,3,5,2,0,11,0,1,2,127.28,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1073,51074,0,3,22,2.0,3,1,2,1,25,0,1,2,153.68,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1074,51075,0,1,32,3.0,3,3,7,0,14,1,1,2,153.47,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1075,51076,0,2,6,2.0,3,1,5,1,18,2,2,2,131.95,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1076,51077,1,1,14,3.0,4,3,2,1,11,1,1,2,139.89,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1077,51078,0,1,10,2.0,3,3,8,0,19,0,1,0,133.06,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1078,51079,0,1,30,2.0,1,1,4,0,15,0,1,2,170.05,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1079,51080,1,3,19,3.0,3,3,3,1,11,4,7,7,126.55,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1080,51081,1,1,8,3.0,3,4,2,0,12,1,1,0,113.93,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1081,51082,0,1,18,3.0,3,1,2,0,20,5,5,7,125.7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1082,51083,0,1,28,3.0,4,4,6,0,12,1,1,2,135.37,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1083,51084,0,1,11,2.0,4,1,2,0,14,4,4,13,139.86,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1084,51085,0,1,6,3.0,5,1,4,0,20,0,1,0,208.83,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1085,51086,0,1,27,3.0,1,4,2,0,18,2,2,13,120.28,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1086,51087,0,3,6,2.0,5,1,2,0,14,0,1,3,195.25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1087,51088,0,1,25,2.71794118188006,4,1,2,0,12,3,8,7,129.29,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1088,51089,1,3,13,2.0,3,1,2,1,21,1,1,2,122.75,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1089,51090,0,1,8,3.0,1,1,2,1,19,6,6,7,178.79,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1090,51091,0,1,8,3.0,4,1,1,1,14,1,1,4,149.3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1091,51092,0,3,8,3.0,3,1,2,1,17,0,8,8,178.47,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1092,51093,0,1,15,3.0,1,3,2,0,16,0,1,4,144.01,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1093,51094,0,3,12,2.0,3,3,2,0,12,6,8,7,192.41,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1094,51095,0,1,15,2.62571739910048,3,3,10,0,17,1,1,2,129.74,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1095,51096,0,3,8,2.0,3,1,4,0,15,3,6,7,145.02,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1096,51097,0,1,6,3.0,4,3,4,0,23,3,14,4,207.48,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1097,51098,1,2,28,2.0,5,3,2,0,11,0,1,0,115.55,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
1098,51099,1,3,15,2.0,5,3,8,0,11,1,14,11,229.36,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1099,51100,0,1,23,3.0,5,3,2,0,15,0,1,2,123.05,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1100,51101,0,1,34,2.0,4,4,2,0,11,6,8,6,267.04,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1101,51102,0,1,16,2.0,3,3,7,0,13,0,1,3,134.33,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1102,51103,0,1,8,3.0,3,3,2,0,14,0,1,3,134.77,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1103,51104,0,2,10,2.0,5,4,7,0,19,0,1,2,164.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1104,51105,0,1,14,3.0,3,5,3,1,16,0,1,0,165.16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1105,51106,0,1,35,3.0,3,5,2,0,13,1,1,2,139.07,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1106,51107,0,1,19,2.0,3,4,7,0,14,1,1,9,155.62,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1107,51108,0,1,33,2.0,3,3,3,0,16,0,1,7,168.83,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1108,51109,0,1,22,2.7227604935831478,3,1,2,0,12,0,1,8,128.62,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1109,51110,0,3,8,2.0,3,4,8,0,11,0,1,0,149.78,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1110,51111,0,3,8,3.0,3,1,5,1,12,0,1,3,203.68,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1111,51112,1,3,19,3.0,4,5,6,1,13,2,2,2,161.34,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1112,51113,1,3,6,2.0,5,4,7,0,15,0,1,0,167.35,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1113,51114,0,1,10,2.0,3,4,2,0,13,1,1,2,132.95,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1114,51115,0,1,30,1.0,3,1,3,0,20,1,1,4,152.38,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1115,51116,0,1,6,3.0,3,1,2,1,15,3,5,8,164.72,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1116,51117,0,3,25,3.0,5,3,4,0,13,1,1,2,196.1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1117,51118,0,3,13,2.0,3,4,2,0,15,1,12,8,298.33,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1118,51119,0,2,10,2.0,5,3,5,0,21,1,1,3,197.56,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1119,51120,0,1,8,3.0,4,5,1,0,16,0,1,7,149.68,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1120,51121,0,2,16,2.0,3,1,1,0,14,1,2,1,121.45,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1121,51122,1,2,14,3.0,4,1,7,0,11,1,1,2,121.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1122,51123,0,3,11,2.0,3,3,2,0,19,0,1,2,183.46,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1123,51124,0,1,14,3.0,3,1,2,0,11,1,1,4,134.45,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1124,51125,1,3,15,2.1149111542513657,5,4,2,0,13,1,2,2,127.6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1125,51126,0,1,6,3.0,1,3,9,1,12,0,1,2,162.94,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1126,51127,0,3,21,3.0,4,5,3,0,11,0,1,7,171.4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1127,51128,0,1,8,2.7401269141030977,1,1,1,1,14,0,1,2,129.32,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1128,51129,0,3,8,3.0,3,4,9,0,15,0,1,7,151.47,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1129,51130,0,3,17,3.0,3,1,4,0,12,0,1,4,145.07,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1130,51131,1,3,22,3.0,3,5,3,1,20,0,1,0,185.64,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1131,51132,0,1,14,3.0,4,4,5,0,14,0,1,5,124.68,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1132,51133,1,3,22,3.0,3,3,3,0,13,1,1,0,181.61,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1133,51134,0,1,10,3.0,4,5,2,0,13,0,1,0,121.09,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1134,51135,0,1,22,2.0,1,3,4,0,16,1,1,7,152.94,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1135,51136,0,1,11,2.209098098096802,3,4,3,0,14,1,1,7,127.18,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1136,51137,0,1,24,2.0,5,1,4,1,16,0,1,0,158.11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1137,51138,1,1,12,2.0,4,3,10,1,16,1,1,0,124.37,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1138,51139,0,1,18,2.5568256527189472,3,4,9,0,22,1,1,4,127.66,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1139,51140,0,1,8,2.0,4,5,9,0,12,0,1,0,290.38,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1140,51141,0,1,10,2.044502251875981,3,4,6,0,15,0,1,7,130.55,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1141,51142,0,1,15,3.0,3,5,2,0,20,1,1,4,122.89,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1142,51143,0,3,16,2.0,3,3,2,1,14,1,1,7,140.01,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1143,51144,0,1,6,2.0,4,3,5,1,20,0,1,2,229.65,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1144,51145,0,2,8,3.0,3,1,1,0,13,0,1,8,135.39,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1145,51146,0,3,9,2.0,5,1,6,0,12,1,2,2,160.29,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1146,51147,1,3,13,2.4303356321599616,3,4,2,0,13,1,1,0,126.79,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1147,51148,0,1,12,2.0,4,3,2,0,11,0,1,4,137.02,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
1148,51149,1,1,18,3.0,3,5,2,1,17,0,1,0,123.98,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1149,51150,0,3,35,3.0,4,1,2,0,14,2,5,7,154.68,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
1150,51151,0,1,9,2.0,3,3,3,0,11,2,2,5,231.16000000000005,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1151,51152,0,3,15,2.0,4,4,2,0,14,0,1,3,141.89,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1152,51153,0,1,8,2.0,3,1,8,1,13,1,2,2,293.28,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1153,51154,0,1,16,2.0,3,5,8,1,13,1,5,7,183.21,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1154,51155,1,1,19,2.0,3,4,2,1,12,1,2,3,123.42,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1155,51156,0,2,14,2.0,3,4,3,0,13,4,4,7,140.71,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1156,51157,1,3,33,2.0,3,1,2,1,18,0,7,7,158.13,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1157,51158,0,1,14,2.366730723383639,1,5,7,0,19,6,7,6,131.43,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1158,51159,0,1,6,2.0,3,1,2,0,11,0,1,3,120.44,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1159,51160,0,1,16,3.0,3,3,8,0,21,2,3,2,234.64,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1160,51161,0,3,32,3.0,4,4,9,0,15,2,2,2,179.91,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1161,51162,0,1,8,2.0,3,5,5,0,17,1,1,2,133.77,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1162,51163,0,1,19,3.0,1,5,6,0,18,1,1,0,155.38,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
